"year","multyear","sample","serial","cbserial","numprec","hhwt","cluster","stateicp","puma","city","strata","gq","gqtype","gqtyped","ownershp","ownershpd","mortgage","owncost","rentgrs","hhincome","valueh","rooms","unitsstr","pernum","perwt","famsize","age","race","raced","hispan","hispand","ancestr1","ancestr1d","citizen","speakeng","tribe","tribed","hcovany","school","educ","educd","gradeatt","gradeattd","schltype","empstat","empstatd","labforce","occ","ind","poverty","stateicp_f","puma_f","city_f","strata_f","gq_f","gqtype_f","gqtyped_f","ownershp_f","ownershpd_f","mortgage_f","owncost_f","rentgrs_f","hhincome_f","valueh_f","rooms_f","unitsstr_f","pernum_f","perwt_f","famsize_f","age_f","race_f","raced_f","hispan_f","hispand_f","ancestr1_f","ancestr1d_f","citizen_f","speakeng_f","tribe_f","tribed_f","hcovany_f","school_f","educ_f","educd_f","gradeatt_f","gradeattd_f","schltype_f","empstat_f","empstatd_f","labforce_f","occ_f","ind_f","poverty_f"
2012,2008,201205,1923443,2008000065177,2,18,2012019234435,21,3510,1190,351017,1,0,0,2,22,0,99999,1174,48016,9999999,5,10,2,16,2,29,6,610,0,0,615,6151,3,4,0,0,2,1,11,115,0,0,1,3,30,1,0,0,318,"Illinois","3510","Chicago, IL","351017","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","1174","48016","N/A","5","50+ family building","2","16","2 family members present","29","Other Asian or Pacific Islander","Asian Indian (Hindu 1920_1940)","Not Hispanic","Not Hispanic","Asian Indian","India (1990-2000, ACS, PRCS)","Not a citizen","Yes, speaks very well","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","5+ years of college","Professional degree beyond a bachelor's degree","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","","","318"
2012,2008,201205,1923459,2008000065771,1,19,2012019234595,21,3501,1190,350117,1,0,0,1,12,1,537,0,20273,125000,4,10,1,19,1,89,1,100,0,0,999,9990,0,3,0,0,2,1,7,71,0,0,1,3,30,1,0,0,187,"Illinois","3501","Chicago, IL","350117","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned free and clear","No, owned free and clear","537","N/A","20273","125000","4","50+ family building","1","19","1 family member present","89","White","White","Not Hispanic","Not Hispanic","Not Reported","Not Reported","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","1 year of college","1 or more years of college credit, no degree","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","","","187"
2012,2008,201205,1923462,2008000065849,4,18,2012019234625,21,3518,1190,351817,1,0,0,1,13,3,1352,0,97846,150000,11,5,1,18,4,65,2,200,0,0,900,9002,0,3,0,0,2,1,5,50,0,0,1,1,10,2,4220,7690,421,"Illinois","3518","Chicago, IL","351817","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","1352","N/A","97846","150000","11","2-family building","1","18","4","65","Black/African American","Black/African American","Not Hispanic","Not Hispanic","Afro-American","Black (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","Grade 11","Grade 11","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","4220","7690","421"
2012,2008,201205,1923462,2008000065849,4,18,2012019234625,21,3518,1190,351817,1,0,0,1,13,3,1352,0,97846,150000,11,5,2,29,4,24,2,200,0,0,902,9020,0,3,0,0,2,1,4,40,0,0,1,3,30,1,0,0,421,"Illinois","3518","Chicago, IL","351817","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","1352","N/A","97846","150000","11","2-family building","2","29","4","24","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","Grade 10","Grade 10","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","","","421"
2012,2008,201205,1923462,2008000065849,4,18,2012019234625,21,3518,1190,351817,1,0,0,1,13,3,1352,0,97846,150000,11,5,3,23,4,66,2,200,0,0,902,9020,0,3,0,0,2,1,6,61,0,0,1,3,30,1,0,0,421,"Illinois","3518","Chicago, IL","351817","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","1352","N/A","97846","150000","11","2-family building","3","23","4","66","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","Grade 12","12th grade, no diploma","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","","","421"
2012,2008,201205,1923462,2008000065849,4,18,2012019234625,21,3518,1190,351817,1,0,0,1,13,3,1352,0,97846,150000,11,5,4,23,4,66,2,200,0,0,902,9020,0,3,0,0,2,1,6,61,0,0,1,3,30,1,0,0,421,"Illinois","3518","Chicago, IL","351817","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned with mortgage or loan","Yes, mortgaged/ deed of trust or similar debt","1352","N/A","97846","150000","11","2-family building","4","23","4","66","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","Grade 12","12th grade, no diploma","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","","","421"
2012,2008,201205,1923466,2008000066020,2,18,2012019234665,21,3504,1190,350417,1,0,0,2,22,0,99999,992,80027,9999999,4,8,1,17,2,30,1,100,0,0,11,110,3,3,0,0,2,1,7,71,0,0,1,1,10,2,1550,3490,501,"Illinois","3504","Chicago, IL","350417","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","992","80027","N/A","4","10-19 family building","1","17","2 family members present","30","White","White","Not Hispanic","Not Hispanic","British","British","Not a citizen","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","1 year of college","1 or more years of college credit, no degree","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","1550","3490","501 percent or more of poverty threshold"
2012,2008,201205,1923466,2008000066020,2,18,2012019234665,21,3504,1190,350417,1,0,0,2,22,0,99999,992,80027,9999999,4,8,2,10,2,29,1,100,0,0,999,9990,3,3,0,0,2,1,6,61,0,0,1,3,30,1,5620,4970,501,"Illinois","3504","Chicago, IL","350417","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","992","80027","N/A","4","10-19 family building","2","10","2 family members present","29","White","White","Not Hispanic","Not Hispanic","Not Reported","Not Reported","Not a citizen","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","Grade 12","12th grade, no diploma","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","5620","4970","501 percent or more of poverty threshold"
2012,2008,201205,1923473,2008000066124,2,14,2012019234735,21,3503,1190,350317,1,0,0,2,22,0,99999,1088,66262,9999999,5,8,1,14,2,31,1,100,0,0,152,1522,3,4,0,0,2,1,10,101,0,0,1,1,10,2,1020,5170,439,"Illinois","3503","Chicago, IL","350317","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","1088","66262","N/A","5","10-19 family building","1","14","2 family members present","31","White","White","Not Hispanic","Not Hispanic","Serbian","Bosnian (1990) Herzegovinian (2000, ACS, PRCS)","Not a citizen","Yes, speaks very well","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","4 years of college","Bachelor's degree","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","1020","5170","439"
2012,2008,201205,1923473,2008000066124,2,14,2012019234735,21,3503,1190,350317,1,0,0,2,22,0,99999,1088,66262,9999999,5,8,2,12,2,24,1,100,0,0,32,321,0,3,0,0,2,2,10,101,6,60,2,1,10,2,4760,4870,439,"Illinois","3503","Chicago, IL","350317","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","1088","66262","N/A","5","10-19 family building","2","12","2 family members present","24","White","White","Not Hispanic","Not Hispanic","German","German (1990-2000, ACS/PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","Yes, in school","4 years of college","Bachelor's degree","College undergraduate","College undergraduate","Public school","Employed","At work","Yes, in the labor force","4760","4870","439"
2012,2008,201205,1923478,2008000066341,3,20,2012019234785,21,3515,1190,351517,1,0,0,2,22,0,99999,960,56552,9999999,5,7,1,20,3,57,2,200,0,0,902,9020,0,3,0,0,1,1,6,65,0,0,1,2,20,2,9920,9920,321,"Illinois","3515","Chicago, IL","351517","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","960","56552","N/A","5","5-9 family building","1","20","3","57","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","No health insurance coverage","No, not in school","Grade 12","Some college, but less than 1 year","N/A","N/A","Not enrolled","Unemployed","Unemployed","Yes, in the labor force","9920","9920","321"
2012,2008,201205,1923478,2008000066341,3,20,2012019234785,21,3515,1190,351517,1,0,0,2,22,0,99999,960,56552,9999999,5,7,2,23,3,30,2,200,0,0,902,9020,0,3,0,0,1,2,11,114,7,70,3,2,20,2,9920,9920,321,"Illinois","3515","Chicago, IL","351517","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","960","56552","N/A","5","5-9 family building","2","23","3","30","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","No health insurance coverage","Yes, in school","5+ years of college","Master's degree","Graduate or professional school","Graduate or professional school","Private school (1960,1990-2000,ACS,PRCS)","Unemployed","Unemployed","Yes, in the labor force","9920","9920","321"
2012,2008,201205,1923478,2008000066341,3,20,2012019234785,21,3515,1190,351517,1,0,0,2,22,0,99999,960,56552,9999999,5,7,3,25,3,26,2,200,0,0,902,9020,0,3,0,0,2,2,10,101,7,70,3,1,10,2,2820,8370,321,"Illinois","3515","Chicago, IL","351517","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","960","56552","N/A","5","5-9 family building","3","25","3","26","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","Yes, in school","4 years of college","Bachelor's degree","Graduate or professional school","Graduate or professional school","Private school (1960,1990-2000,ACS,PRCS)","Employed","At work","Yes, in the labor force","2820","8370","321"
2012,2008,201205,1923488,2008000066610,3,37,2012019234885,21,3507,1190,350717,1,0,0,2,22,0,99999,715,66049,9999999,5,3,1,38,3,65,2,200,0,0,902,9020,0,3,0,0,2,1,6,63,0,0,1,3,30,1,0,0,375,"Illinois","3507","Chicago, IL","350717","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","715","66049","N/A","5","1-family house, detached","1","38","3","65","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","Grade 12","Regular high school diploma","N/A","N/A","Not enrolled","Not in labor force","Not in Labor Force","No, not in the labor force","","","375"
2012,2008,201205,1923488,2008000066610,3,37,2012019234885,21,3507,1190,350717,1,0,0,2,22,0,99999,715,66049,9999999,5,3,2,36,3,52,2,200,0,0,902,9020,0,3,0,0,1,1,11,115,0,0,1,1,10,2,3130,8270,375,"Illinois","3507","Chicago, IL","350717","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","715","66049","N/A","5","1-family house, detached","2","36","3","52","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","No health insurance coverage","No, not in school","5+ years of college","Professional degree beyond a bachelor's degree","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","3130","8270","375"
2012,2008,201205,1923488,2008000066610,3,37,2012019234885,21,3507,1190,350717,1,0,0,2,22,0,99999,715,66049,9999999,5,3,3,44,3,18,2,200,0,0,902,9020,0,3,0,0,1,2,6,63,6,60,2,3,30,1,0,0,375,"Illinois","3507","Chicago, IL","350717","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Rented","With cash rent","N/A","Not in universe","715","66049","N/A","5","1-family house, detached","3","44","3","18","Black/African American","Black/African American","Not Hispanic","Not Hispanic","African-American","African-American (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","No health insurance coverage","Yes, in school","Grade 12","Regular high school diploma","College undergraduate","College undergraduate","Public school","Not in labor force","Not in Labor Force","No, not in the labor force","","","375"
2012,2008,201205,1923492,2008000066662,2,15,2012019234925,21,3505,1190,350517,1,0,0,1,12,1,776,0,156853,375000,6,3,1,15,2,55,1,100,0,0,51,511,0,3,0,0,2,1,10,101,0,0,1,1,10,2,3850,9470,501,"Illinois","3505","Chicago, IL","350517","Households under 1970 definition","NA (non-group quarters households)","NA (non-group quarters households)","Owned or being bought (loan)","Owned free and clear","No, owned free and clear","776","N/A","156853","375000","6","1-family house, detached","1","15","2 family members present","55","White","White","Not Hispanic","Not Hispanic","Italian","Italian (1990-2000, ACS, PRCS)","N/A","Yes, speaks only English","Not applicable or blank","Not applicable or blank","With health insurance coverage","No, not in school","4 years of college","Bachelor's degree","N/A","N/A","Not enrolled","Employed","At work","Yes, in the labor force","3850","9470","501 percent or more of poverty threshold"
